,lon,lat,type,step,next_turn,dir,gpx_dist_to_next_waypoint_m,gpx_elapsed_dist_m,geopy_elapsed_dist_m,geopy_dist_from_last_m,weather_id
82,-91.97043,38.85347,,,,,,,2656.338253318447,51.157067918652956,
83,-91.97043,38.8538,,,,,,,2693.032630948075,36.69437762962795,
84,-91.97042,38.85445,,,,,,,2765.3146223894105,72.28199144133514,
85,-91.97042,38.8545,,,,,,,2770.8743765753234,5.559754185912855,
86,-91.97041,38.85463,,,,,,,2785.3556499463302,14.481273371006706,
87,-91.97038,38.85616,,,,,,,2955.5039596174843,170.14830967115407,
88,-91.97038,38.85634,,,,,,,2975.519074688145,20.01511507066057,
89,-91.97036,38.85706,,,,,,,3055.5982630007,80.07918831255517,
90,-91.97034,38.85821,,,,,,,3183.484335186518,127.88607218581771,
91,-91.97031,38.85866,,,,,,,3233.5895030089882,50.10516782247027,
92,-91.97033,38.859,,,,,,,3271.4354723196698,37.845969310681504,
93,-91.97033,38.8592,,,,,,,3293.6744890644245,22.239016744754746,
94,-91.97032,38.85956,,,,,,,3333.7140825155125,40.03959345108783,
95,-91.97032,38.85959,,,,,,,3337.0499350269893,3.3358525114767095,
96,-91.97031,38.86008,,,,,,,3391.5424055020785,54.492470475089334,
97,-91.9703,38.86046,,,,,,,3433.8054077067945,42.263002204716145,
98,-91.9703,38.86049,,,,,,,3437.1412602172104,3.335852510415723,
99,-91.97029,38.86097,,,,,,,3490.521922980212,53.38066276300157,
100,-91.97026,38.86248,,,,,,,3658.446590038321,167.92466705810938,
101,-91.97023,38.86425,,,,,,,3855.2790271875124,196.83243714919138,
102,-91.9702,38.86598,,,,,,,4047.664056364027,192.38502917651488,
103,-91.97017,38.86719,,,,,,,4182.23517519165,134.57111882762362,
104,-91.97016,38.86826,,,,,,,4301.217064637107,118.98188944545626,
105,-91.97016,38.86829,,,,,,,4304.552917148583,3.3358525114767095,
106,-91.97014,38.86894,,,,,,,4376.850458965437,72.2975418168532,
107,-91.97013,38.86917,,,,,,,4402.439977368619,25.589518403181973,
108,-91.97012,38.86936,,,,,,,4423.584773987871,21.144796619251526,
109,-91.97011,38.86949,,,,,,,4438.066036539789,14.481262551917768,
110,-91.97008,38.8697,,,,,,,4461.560998043949,23.494961504160315,
111,-91.97006,38.86982,,,,,,,4475.016279187943,13.455281143993233,
112,-91.97003,38.86993,,,,,,,4487.52044130672,12.504162118777225,
113,-91.97001,38.87001,,,,,,,4496.5829906067065,9.062549299985957,
114,-91.96998,38.87012,,,,,,,4509.08715128472,12.504160678012855,
115,-91.96995,38.87022,,,,,,,4520.505946596435,11.418795311715707,
116,-91.96986,38.87049,,,,,,,4551.523189117397,31.017242520961652,
117,-91.96979,38.87066,,,,,,,4571.373989191437,19.850800074040034,
118,-91.9697,38.87086,,,,,,,4594.938403831043,23.564414639605616,
119,-91.96964,38.87098,,,,,,,4609.257192257354,14.318788426311428,
120,-91.9696,38.87106,,,,,,,4618.80304944015,9.545857182795968,
121,-91.96957,38.87111,,,,,,,4624.939507120942,6.136457680792077,
122,-91.96951,38.87121,,,,,,,4637.212420164126,12.27291304318399,
123,-91.96941,38.87137,,,,,,,4656.998122640359,19.785702476232153,
124,-91.96935,38.87147,,,,,,,4669.271027641988,12.272905001630036,
125,-91.96921,38.87166,,,,,,,4693.627698269398,24.356670627409894,
126,-91.96913,38.87176,,,,,,,4706.727653176373,13.099954906974782,
127,-91.96904,38.87187,,,,,,,4721.229879344381,14.502226168008013,
128,-91.96897,38.87194,,,,,,,4731.094389966066,9.864510621685259,
129,-91.96885,38.87207,,,,,,,4748.895474336506,17.80108437043935,
130,-91.96879,38.87213,,,,,,,4757.350760399597,8.455286063091123,
131,-91.9687,38.87222,,,,,,,4770.033684444325,12.682924044728967,
132,-91.96864,38.87228,,,,,,,4778.488963774665,8.455279330339163,
133,-91.96856,38.87235,,,,,,,4788.907688943755,10.418725169090257,
134,-91.96844,38.87245,,,,,,,4804.124896749732,15.21720780597782,
135,-91.96834,38.87254,,,,,,,4817.357259165659,13.232362415927142,
136,-91.96831,38.87256,,,,,,,4820.776426736702,3.41916757104241,
137,-91.96825,38.87261,,,,,,,4828.385021410884,7.608594674182078,
138,-91.96817,38.87267,,,,,,,4838.001452394467,9.616430983582887,
139,-91.96806,38.87276,,,,,,,4851.8156891566005,13.814236762133286,
140,-91.96794,38.87284,,,,,,,4865.492331682779,13.67664252617893,
141,-91.96774,38.87298,,,,,,,4888.775684592987,23.28335291020788,
142,-91.96753,38.87313,,,,,,,4913.447460892203,24.671776299215708,
143,-91.96694,38.87353,,,,,,,4981.175165881211,67.72770498900802,
144,-91.9668,38.87362,,,,,,,4996.892589019599,15.717423138387813,
145,-91.96634,38.87393,,,,,,,5049.561137715827,52.668548696227425,
146,-91.96589,38.87424,,,,,,,5101.578115821212,52.0169781053852,
147,-91.96551,38.87451,,,,,,,5146.114594969195,44.536479147983215,
148,-91.96429,38.87534,,,,,,,5286.370544899439,140.25594993024373,
149,-91.96226,38.87672,,,,,,,5519.667240330056,233.29669543061758,
150,-91.96146,38.87727,,,,,,,5612.057915067091,92.39067473703447,
151,-91.96108,38.87751,,,,,,,5654.416286830186,42.35837176309566,
152,-91.96065,38.8778,,,,,,,5703.664218191111,49.24793136092476,
153,-91.95948,38.87861,,,,,,,5839.199128815549,135.53491062443754,
154,-91.95819,38.87948,,,,,,,5986.941272020262,147.74214320471268,
155,-91.95695,38.88032,,,,,,,6129.227262756585,142.28599073632378,
156,-91.95563,38.88122,,,,,,,6281.1165606163395,151.88929785975446,
157,-91.95362,38.88259,,,,,,,6512.367147586677,231.25058697033705,
158,-91.95313,38.88291,,,,,,,6567.729592045662,55.36244445898531,
159,-91.95229,38.88349,,,,,,,6664.9192856011905,97.18969355552844,
160,-91.95154,38.88399,,,,,,,6750.390709922181,85.47142432098994,
161,-91.9509,38.88442,,,,,,,6823.567693372045,73.17698344986422,
162,-91.94974,38.88521,,,,,,,6956.975283737157,133.40759036511193,
163,-91.94868,38.88593,,,,,,,7078.74272687798,121.7674431408232,
164,-91.94741,38.88679,,,,,,,7224.440035773335,145.69730889535438,
165,-91.94653,38.88739,,,,,,,7325.694470822454,101.25443504911871,
166,-91.94587,38.88783,,,,,,,7400.906960739352,75.21248991689802,
167,-91.94577,38.8879,,,,,,,7412.5472825367615,11.640321797409792,
168,-91.94513,38.88833,,,,,,,7485.721958061116,73.17467552435475,
169,-91.94489,38.88849,,,,,,,7513.071776724571,27.349818663454265,
170,-91.94448,38.88878,,,,,,,7561.020514911752,47.9487381871814,
171,-91.94439,38.88885,,,,,,,7572.032427913182,11.011913001430205,
172,-91.94424,38.88896,,,,,,,7589.869333289286,17.83690537610429,
173,-91.94411,38.88908,,,,,,,7607.323370215515,17.454036926228582,
174,-91.94409,38.8891,,,,,,,7610.141544630034,2.8181744145190697,
175,-91.94397,38.88922,,,,,,,7627.050584833571,16.90904020353626,
176,-91.94393,38.88925,,,,,,,7631.858217987997,4.807633154426012,
177,-91.94388,38.8893,,,,,,,7638.9036471031,7.0454291151040485,
178,-91.94383,38.88935,,,,,,,7645.949074345887,7.045427242786914,
179,-91.94383,38.88936,,,,,,,7647.061025183636,1.1119508377482945,
180,-91.94375,38.88944,,,,,,,7658.333704283697,11.272679100061037,
181,-91.94369,38.88952,,,,,,,7668.634133292827,10.300429009129033,
182,-91.9436,38.88963,,,,,,,7683.135313432178,14.501180139351455,
183,-91.94358,38.88966,,,,,,,7686.893535557235,3.7582221250569496,
184,-91.94352,38.88975,,,,,,,7698.16819990882,11.274664351584985,
185,-91.94347,38.88982,,,,,,,7707.073941564265,8.905741655445485,
186,-91.94346,38.88983,,,,,,,7708.483023272473,1.409081708208105,
187,-91.94336,38.89,,,,,,,7729.2733356171275,20.790312344654723,
188,-91.94329,38.89013,,,,,,,7744.946942836742,15.673607219614503,
189,-91.94321,38.89032,,,,,,,7767.17965018103,22.23270734428868,
190,-91.94317,38.89044,,,,,,,7780.964846220628,13.785196039597567,
191,-91.94315,38.89049,,,,,,,7786.787828187173,5.822981966545015,
192,-91.94312,38.8906,,,,,,,7799.291833427726,12.504005240553361,
193,-91.9431,38.89067,,,,,,,7807.265636573215,7.973803145488547,
194,-91.94308,38.89075,,,,,,,7816.32808934452,9.062452771305605,
195,-91.94305,38.89088,,,,,,,7831.014782631791,14.686693287271119,
196,-91.94303,38.89097,,,,,,,7841.170934530832,10.156151899040749,
197,-91.94302,38.89109,,,,,,,7854.542383324708,13.371448793876326,
198,-91.943,38.89126,,,,,,,7873.524633204958,18.98224988025005,
199,-91.94297,38.89164,,,,,,,7915.858461714921,42.33382850996252,
200,-91.94292,38.89246,,,,,,,8007.141058223831,91.28259650891009,
201,-91.94286,38.89334,,,,,,,8105.130417156558,97.98935893272696,
202,-91.94284,38.89363,,,,,,,8137.423412532915,32.292995376356956,
203,-91.94282,38.89397,,,,,,,8175.269342871168,37.8459303382535,
204,-91.9428,38.89428,,,,,,,8209.78324812818,34.513905257011864,
205,-91.94279,38.89454,,,,,,,8238.70692032002,28.92367219184002,
206,-91.94278,38.89489,,,,,,,8277.634820820345,38.92790050032502,
207,-91.94278,38.89572,,,,,,,8369.926740311059,92.29191949071351,
208,-91.94278,38.89591,,,,,,,8391.053806219827,21.12706590876833,
209,-91.94278,38.89609,,,,,,,8411.06892128978,20.01511506995325,
210,-91.94281,38.89694,,,,,,,8505.620393357616,94.55147206783674,
211,-91.94284,38.89786,,,,,,,8607.952808804275,102.33241544665826,
212,-91.94285,38.89807,,,,,,,8631.319806727526,23.366997923251198,
213,-91.94287,38.89884,,,,,,,8716.957512814522,85.63770608699639,
214,-91.94292,38.90017,,,,,,,8864.910257262967,147.95274444844387,
215,-91.94295,38.90079,,,,,,,8933.900071850994,68.98981458802648,
216,-91.94296,38.90106,,,,,,,8963.93521315072,30.035141299726526,
217,-91.94298,38.90197,,,,,,,9065.137539093825,101.2023259431051,
218,-91.94299,38.90251,,,,,,,9125.189119391429,60.05158029760396,
219,-91.94301,38.90305,,,,,,,9185.259400687293,60.07028129586504,
220,-91.94302,38.90348,,,,,,,9233.08111633716,47.821715649867386,
221,-91.94304,38.90393,,,,,,,9283.148823803433,50.06770746627317,
222,-91.94306,38.90449,,,,,,,9345.4421155804,62.293291776966534,
223,-91.94307,38.90506,,,,,,,9408.829219836492,63.387104256093046,
224,-91.94312,38.90647,,,,,,,9565.67397133779,156.8447515012984,
225,-91.94313,38.90703,,,,,,,9627.949229886757,62.27525854896678,
226,-91.94313,38.90737,,,,,,,9665.75555835203,37.80632846527328,
227,-91.94313,38.90765,,,,,,,9696.890181794606,31.134623442575872,
228,-91.94312,38.90782,,,,,,,9715.81313919788,18.922957403273493,
229,-91.9431,38.90816,,,,,,,9753.659053718708,37.84591452082784,
230,-91.94307,38.9086,,,,,,,9802.653703195117,48.99464947640985,
231,-91.94306,38.90869,,,,,,,9812.698596796312,10.044893601194204,
232,-91.94305,38.90887,,,,,,,9832.732405921446,20.033809125134812,
233,-91.94304,38.90894,,,,,,,9840.564006824976,7.831600903530639,
234,-91.94303,38.90905,,,,,,,9852.826032213912,12.262025388936717,
235,-91.94294,38.90992,,,,,,,9949.878675610165,97.05264339625303,
236,-91.94291,38.91012,,,,,,,9972.26866715699,22.389991546824024,
237,-91.94287,38.91058,,,,,,,10023.535362474244,51.26669531725346,
238,-91.94268,38.91225,,,,,,,10209.957406799922,186.4220443256783,
239,-91.9426,38.91301,,,,,,,10294.748660703435,84.79125390351261,
240,-91.94247,38.91411,,,,,,,10417.579311504272,122.83065080083733,
241,-91.94238,38.91492,,,,,,,10507.98329844077,90.40398693649725,
242,-91.94234,38.91541,,,,,,,10562.578685635186,54.595387194416844,
243,-91.94217,38.91684,,,,,,,10722.266428642624,159.687743007438,
244,-91.94213,38.9172,,,,,,,10762.445967871037,40.179539228413525,
245,-91.94211,38.91739,,,,,,,10783.64377206217,21.197804191134036,
246,-91.94206,38.9179,,,,,,,10840.518008820816,56.87423675864637,
247,-91.94203,38.91832,,,,,,,10887.292008732551,46.773999911735224,
248,-91.94199,38.91876,,,,,,,10936.34007744905,49.04806871649816,
249,-91.9419,38.92167,,,,,,,11260.011434075293,323.67135662624423,
250,-91.94188,38.92256,,,,,,,11358.990182092632,98.9787480173382,
251,-91.94186,38.92313,,,,,,,11422.39499062571,63.40480853307774,
252,-91.94184,38.92397,,,,,,,11515.8148838668,93.41989324109011,
253,-91.94181,38.92483,,,,,,,11611.477864709406,95.66298084260555,
254,-91.9418,38.92541,,,,,,,11675.976814649111,64.49894993970553,
255,-91.94177,38.92619,,,,,,,11762.747796885378,86.77098223626683,
256,-91.94177,38.92637,,,,,,,11782.762911955686,20.015115070306912,
257,-91.94176,38.92651,,,,,,,11798.354239624417,15.591327668731427,
258,-91.94176,38.92655,,,,,,,11802.80204297329,4.447803348871545,
259,-91.94175,38.92685,,,,,,,11836.171782210555,33.36973923726589,
260,-91.94175,38.92691,,,,,,,11842.843487233862,6.671705023307994,
261,-91.94171,38.92762,,,,,,,11921.86778560405,79.0242983701882,
262,-91.94166,38.92875,,,,,,,12047.592647568532,125.7248619644821,
263,-91.94163,38.92958,,,,,,,12139.921043114698,92.32839554616572,
264,-91.94162,38.92965,,,,,,,12147.752616125827,7.8315730111281985,
265,-91.9416,38.93012,,,,,,,12200.04293167341,52.29031554758354,
266,-91.94157,38.93083,,,,,,,12279.034077476568,78.99114580315829,
267,-91.94155,38.93115,,,,,,,12314.658534376538,35.624456899969246,
268,-91.94154,38.93132,,,,,,,12333.58147867997,18.92294430343135,
269,-91.94153,38.9315,,,,,,,12353.615275889995,20.033797210026158,
270,-91.94153,38.93155,,,,,,,12359.175030076969,5.55975418697384,
271,-91.94148,38.9326,,,,,,,12476.00994270756,116.83491263059152,
272,-91.94144,38.93353,,,,,,,12579.479233051177,103.46929034361771,
273,-91.94143,38.93371,,,,,,,12599.513029097878,20.033796046699603,
274,-91.94142,38.93389,,,,,,,12619.546825049798,20.033795951919398,
275,-91.9414,38.9342,,,,,,,12654.060681509603,34.51385645980493,
276,-91.94138,38.93479,,,,,,,12719.688584143763,65.62790263416072,
277,-91.94137,38.93497,,,,,,,12739.722379527304,20.03379538354126,
278,-91.94134,38.93551,,,,,,,12799.823765108851,60.10138558154669,
279,-91.94133,38.93586,,,,,,,12838.751654508755,38.92788939990418,
280,-91.94132,38.93605,,,,,,,12859.896417864391,21.144763355635753,
281,-91.94131,38.93622,,,,,,,12878.819359435525,18.922941571133517,
282,-91.9413,38.93651,,,,,,,12911.077531232251,32.258171796726465,
283,-91.94128,38.93694,,,,,,,12958.922698632772,47.845167400521845,
284,-91.94119,38.93874,,,,,,,13159.225160650143,200.3024620173714,
285,-91.94113,38.94004,,,,,,,13303.871885280332,144.64672463018908,
286,-91.94111,38.94049,,,,,,,13353.939561935058,50.067676654725254,
287,-91.94109,38.9409,,,,,,,13399.562348839998,45.62278690494014,
288,-91.94107,38.94126,,,,,,,13439.629933077767,40.067584237769964,
289,-91.94105,38.94158,,,,,,,13475.25437762318,35.62444454541208,
290,-91.94104,38.94181,,,,,,,13500.843866086856,25.589488463675952,
291,-91.94101,38.94253,,,,,,,13580.946357008257,80.10249092140148,
292,-91.94095,38.94364,,,,,,,13704.481930068301,123.5355730600444,
293,-91.94094,38.94402,,,,,,,13746.744911420521,42.26298135221995,
294,-91.94092,38.94431,,,,,,,13779.037840583407,32.29292916288551,
295,-91.94091,38.9446,,,,,,,13811.296009734413,32.25816915100549,
296,-91.9409,38.9448,,,,,,,13833.551835595226,22.255825860812905,
297,-91.94089,38.94501,,,,,,,13856.918812329915,23.36697673468921,
298,-91.94085,38.94577,,,,,,,13941.4978469235,84.57903459358353,
299,-91.94079,38.94636,,,,,,,14007.30782423396,65.80997731046125,
300,-91.94077,38.94652,,,,,,,14025.18291313598,17.875088902018483,
301,-91.94075,38.94669,,,,,,,14044.165039813297,18.98212667731798,
302,-91.94069,38.94708,,,,,,,14087.840439623827,43.67539981053006,
303,-91.94059,38.94775,,,,,,,14162.841382145527,75.00094252170034,
304,-91.94045,38.94861,,,,,,,14259.232504706775,96.39112256124898,
305,-91.94037,38.94911,,,,,,,14315.25881869331,56.02631398653498,
306,-91.94032,38.94938,,,,,,,14345.591250967831,30.33243227452075,
307,-91.94029,38.94952,,,,,,,14361.373252207939,15.782001240107943,
308,-91.94026,38.94965,,,,,,,14376.059565617756,14.68631340981596,
309,-91.94024,38.94973,,,,,,,14385.121743796411,9.06217817865593,
310,-91.94021,38.94982,,,,,,,14395.460095454355,10.338351657942738,
311,-91.94018,38.94994,,,,,,,14409.0533613939,13.593265939544992,
312,-91.94016,38.95,,,,,,,14415.945594638419,6.892233244518565,
313,-91.9401,38.95021,,,,,,,14439.866060040187,23.92046540176782,
314,-91.94003,38.9504,,,,,,,14461.843210661958,21.97715062177109,
315,-91.93995,38.9506,,,,,,,14485.133398485234,23.2901878232757,
316,-91.93989,38.95074,,,,,,,14501.542595391591,16.40919690635765,
317,-91.93979,38.95095,,,,,,,14526.44333072337,24.90073533177924,
318,-91.93977,38.951,,,,,,,14532.265874236833,5.82254351346251,
319,-91.93966,38.9512,,,,,,,14556.453799401172,24.187925164338957,
320,-91.93954,38.95141,,,,,,,14582.006645682286,25.552846281114764,
321,-91.93946,38.95155,,,,,,,14599.041869597904,17.03522391561782,
322,-91.93935,38.95172,,,,,,,14620.203393883136,21.161524285231657,
323,-91.93932,38.95177,,,,,,,14626.338603715305,6.135209832169466,
324,-91.93922,38.95191,,,,,,,14644.146411771972,17.807808056665696,
325,-91.93919,38.95195,,,,,,,14649.295475042654,5.149063270682732,
326,-91.93908,38.9521,,,,,,,14668.496446263656,19.200971221002067,
327,-91.93908,38.95211,,,,,,,14669.608397100343,1.1119508366873083,
328,-91.93895,38.95227,,,,,,,14690.653559841043,21.04516274070081,
329,-91.93885,38.95239,,,,,,,14706.553949501249,15.900389660206997,
330,-91.93884,38.9524,,,,,,,14707.96256275133,1.4086132500815858,
331,-91.93871,38.95256,,,,,,,14729.007700921044,21.045138169713788,
332,-91.93858,38.95271,,,,,,,14749.121572087868,20.113871166825007,
333,-91.93856,38.95273,,,,,,,14751.93879372089,2.8172216330217132,
334,-91.93838,38.95291,,,,,,,14777.293774931508,25.3549812106173,
335,-91.9383,38.953,,,,,,,14789.459582572686,12.16580764117848,
336,-91.93821,38.95308,,,,,,,14801.279015838107,11.819433265419429,
337,-91.93815,38.95314,,,,,,,14809.730663209688,8.451647371581037,
338,-91.93802,38.95326,,,,,,,14827.17814413512,17.44748092543221,
339,-91.93785,38.95341,,,,,,,14849.410861734106,22.232717598987314,
340,-91.93784,38.95341,,,,,,,14850.275578570889,0.8647168367822899,
341,-91.93763,38.95358,,,,,,,14876.487790488993,26.21221191810376,
342,-91.93738,38.95378,,,,,,,14907.502380760898,31.014590271905515,
343,-91.93703,38.95405,,,,,,,14950.13245753937,42.630076778471455,
344,-91.93702,38.95405,,,,,,,14950.997166566307,0.8647090269366629,
345,-91.93639,38.9545,,,,,,,15024.966543951032,73.96937738472467,
346,-91.93635,38.95453,,,,,,,15029.771884962462,4.805341011430143,
347,-91.93568,38.95502,,,,,,,15109.302593997405,79.53070903494334,
348,-91.93486,38.95562,,,,,,,15206.661031381123,97.35843738371778,
349,-91.93422,38.95609,,,,,,,15282.778022006729,76.11699062560518,
350,-91.93297,38.95699,,,,,,,15430.078569932224,147.300547925495,
351,-91.93275,38.95714,,,,,,,15455.378062247964,25.299492315739695,
352,-91.93242,38.95737,,,,,,,15493.696063543095,38.31800129512989,
353,-91.93215,38.95753,,,,,,,15523.048475604084,29.352412060989337,
354,-91.93199,38.95762,,,,,,,15540.123279319818,17.07480371573355,
355,-91.93161,38.95783,,,,,,,15580.432904070112,40.30962475029523,
356,-91.93122,38.95802,,,,,,,15620.226286124023,39.79338205391085,
357,-91.93092,38.95815,,,,,,,15649.921914780369,29.695628656345956,
358,-91.93055,38.9583,,,,,,,15686.001108290655,36.07919351028631,
359,-91.93032,38.95838,,,,,,,15707.787083403686,21.785975113031217,
360,-91.92976,38.95857,,,,,,,15760.616198049951,52.829114646264486,
361,-91.92889,38.95884,,,,,,,15841.610784034461,80.99458598450956,
362,-91.92867,38.95891,,,,,,,15862.163966867696,20.553182833234253,
363,-91.9278,38.95918,,,,,,,15943.15821761424,80.9942507465435,
364,-91.92721,38.95936,,,,,,,15997.95822352866,54.80000591441931,
365,-91.92697,38.95943,,,,,,,16020.121437058022,22.163213529362043,
366,-91.9262,38.95968,,,,,,,16092.269374709707,72.14793765168513,
367,-91.92618,38.95968,,,,,,,16093.998655370266,1.7292806605589088,
368,-91.92541,38.95993,,,,,,,16166.146376256225,72.1477208859589,
369,-91.9248,38.96012,,,,,,,16222.963241892428,56.81686563620296,
370,-91.92393,38.96039,,,,,,,16303.956299571026,80.993057678598,
371,-91.92206,38.96097,,,,,,,16478.029715563385,174.07341599235866,
372,-91.92052,38.96145,,,,,,,16621.4805091445,143.450793581116,
373,-91.92045,38.96147,,,,,,,16627.928488696223,6.447979551721042,
374,-91.9196,38.96174,,,,,,,16707.31676454966,79.388275853438,
375,-91.91916,38.96188,,,,,,,16748.421671716023,41.10490716636211,
376,-91.91829,38.96215,,,,,,,16829.412993971837,80.99132225581279,
